$LOC_BLANK,$BRANCH_COUNT,$LOC_CODE_AND_COMMENT,$LOC_COMMENTS,$CYCLOMATIC_COMPLEXITY,$DESIGN_COMPLEXITY,$ESSENTIAL_COMPLEXITY,$LOC_EXECUTABLE,$HALSTEAD_CONTENT,$HALSTEAD_DIFFICULTY,$HALSTEAD_EFFORT,$HALSTEAD_ERROR_EST,$HALSTEAD_LENGTH,$HALSTEAD_LEVEL,$HALSTEAD_PROG_TIME,$HALSTEAD_VOLUME,$NUM_OPERANDS,$NUM_OPERATORS,$NUM_UNIQUE_OPERANDS,$NUM_UNIQUE_OPERATORS,$LOC_TOTAL,$>Defective
6.0,7.0,0.0,0.0,6.0,1.0,1.0,33.0,33.96,7.38,1851.83,0.08,54.0,0.14,102.88,250.77,16.0,38.0,13.0,12.0,41.0,1
4.0,15.0,2.0,0.0,8.0,8.0,7.0,14.0,34.59,8.75,2648.31,0.1,60.0,0.11,147.13,302.66,21.0,39.0,18.0,15.0,23.0,0
4.0,15.0,2.0,0.0,8.0,8.0,7.0,14.0,34.59,8.75,2648.31,0.1,60.0,0.11,147.13,302.66,21.0,39.0,18.0,15.0,23.0,0
4.0,15.0,2.0,0.0,8.0,8.0,7.0,14.0,34.59,8.75,2648.31,0.1,60.0,0.11,147.13,302.66,21.0,39.0,18.0,15.0,23.0,0
2.0,7.0,0.0,0.0,4.0,2.0,3.0,13.0,21.33,9.92,2097.57,0.07,45.0,0.1,116.53,211.52,17.0,28.0,12.0,14.0,17.0,0
2.0,7.0,0.0,0.0,4.0,2.0,3.0,13.0,21.33,9.92,2097.57,0.07,45.0,0.1,116.53,211.52,17.0,28.0,12.0,14.0,17.0,0
2.0,7.0,0.0,0.0,4.0,2.0,3.0,13.0,21.33,9.92,2097.57,0.07,45.0,0.1,116.53,211.52,17.0,28.0,12.0,14.0,17.0,0
2.0,7.0,0.0,0.0,4.0,2.0,3.0,10.0,19.29,8.91,1530.78,0.06,37.0,0.11,85.04,171.82,14.0,23.0,11.0,14.0,14.0,0
2.0,7.0,0.0,0.0,4.0,2.0,3.0,10.0,19.29,8.91,1530.78,0.06,37.0,0.11,85.04,171.82,14.0,23.0,11.0,14.0,14.0,0
3.0,21.0,0.0,17.0,11.0,7.0,11.0,18.0,26.33,8.55,1924.95,0.08,53.0,0.12,106.94,225.14,19.0,34.0,10.0,9.0,40.0,0
3.0,21.0,0.0,17.0,11.0,7.0,11.0,18.0,26.33,8.55,1924.95,0.08,53.0,0.12,106.94,225.14,19.0,34.0,10.0,9.0,40.0,0
3.0,21.0,0.0,17.0,11.0,7.0,11.0,18.0,26.33,8.55,1924.95,0.08,53.0,0.12,106.94,225.14,19.0,34.0,10.0,9.0,40.0,0
2.0,5.0,0.0,0.0,3.0,2.0,3.0,8.0,20.41,8.75,1562.9,0.06,38.0,0.11,86.83,178.62,15.0,23.0,12.0,14.0,12.0,0
2.0,5.0,0.0,0.0,3.0,2.0,3.0,8.0,20.41,8.75,1562.9,0.06,38.0,0.11,86.83,178.62,15.0,23.0,12.0,14.0,12.0,0
2.0,5.0,0.0,0.0,3.0,2.0,3.0,8.0,20.41,8.75,1562.9,0.06,38.0,0.11,86.83,178.62,15.0,23.0,12.0,14.0,12.0,0
1.0,5.0,0.0,0.0,3.0,3.0,1.0,16.0,31.13,6.54,1330.97,0.07,45.0,0.15,73.94,203.56,17.0,28.0,13.0,10.0,19.0,0
1.0,5.0,0.0,0.0,3.0,3.0,1.0,16.0,31.13,6.54,1330.97,0.07,45.0,0.15,73.94,203.56,17.0,28.0,13.0,10.0,19.0,0
1.0,5.0,0.0,0.0,3.0,3.0,1.0,16.0,31.13,6.54,1330.97,0.07,45.0,0.15,73.94,203.56,17.0,28.0,13.0,10.0,19.0,0
4.0,9.0,1.0,4.0,5.0,2.0,4.0,20.0,21.3,12.5,3328.42,0.09,56.0,0.08,184.91,266.27,20.0,36.0,12.0,15.0,31.0,0
2.0,5.0,0.0,0.0,4.0,2.0,1.0,19.0,29.25,7.71,1740.51,0.08,48.0,0.13,96.69,225.62,18.0,30.0,14.0,12.0,24.0,0
2.0,5.0,0.0,0.0,4.0,2.0,1.0,19.0,29.25,7.71,1740.51,0.08,48.0,0.13,96.69,225.62,18.0,30.0,14.0,12.0,24.0,0
2.0,5.0,0.0,0.0,4.0,2.0,1.0,19.0,29.25,7.71,1740.51,0.08,48.0,0.13,96.69,225.62,18.0,30.0,14.0,12.0,24.0,0
14.0,11.0,0.0,22.0,6.0,6.0,5.0,30.0,101.21,5.6,3173.95,0.19,108.0,0.18,176.33,566.78,42.0,66.0,30.0,8.0,68.0,0
3.0,3.0,0.0,0.0,2.0,2.0,1.0,16.0,16.23,14.58,3453.74,0.08,64.0,0.07,191.87,236.83,25.0,39.0,6.0,7.0,21.0,0
14.0,11.0,0.0,22.0,6.0,6.0,5.0,30.0,101.21,5.6,3173.95,0.19,108.0,0.18,176.33,566.78,42.0,66.0,30.0,8.0,68.0,0
1.0,5.0,0.0,0.0,3.0,3.0,1.0,9.0,14.69,11.7,2011.18,0.06,38.0,0.09,111.73,171.9,18.0,20.0,10.0,13.0,9.0,0
3.0,3.0,0.0,0.0,2.0,1.0,1.0,14.0,17.87,13.0,3019.23,0.08,61.0,0.08,167.74,232.25,26.0,35.0,7.0,7.0,19.0,0
2.0,5.0,0.0,2.0,3.0,3.0,1.0,21.0,34.56,8.63,2570.73,0.1,62.0,0.12,142.82,298.06,23.0,39.0,16.0,12.0,21.0,0
2.0,7.0,0.0,0.0,4.0,3.0,4.0,10.0,14.15,9.0,1146.39,0.04,29.0,0.11,63.69,127.38,9.0,20.0,7.0,14.0,15.0,0
2.0,7.0,0.0,0.0,4.0,3.0,4.0,10.0,14.15,9.0,1146.39,0.04,29.0,0.11,63.69,127.38,9.0,20.0,7.0,14.0,15.0,0
2.0,7.0,0.0,0.0,4.0,3.0,4.0,10.0,14.15,9.0,1146.39,0.04,29.0,0.11,63.69,127.38,9.0,20.0,7.0,14.0,15.0,0
2.0,7.0,0.0,0.0,4.0,3.0,4.0,10.0,14.15,9.0,1146.39,0.04,29.0,0.11,63.69,127.38,9.0,20.0,7.0,14.0,15.0,0
2.0,9.0,0.0,0.0,5.0,2.0,3.0,13.0,13.59,10.5,1498.37,0.05,32.0,0.1,83.24,142.7,12.0,20.0,8.0,14.0,17.0,0
2.0,9.0,0.0,0.0,5.0,2.0,3.0,13.0,13.59,10.5,1498.37,0.05,32.0,0.1,83.24,142.7,12.0,20.0,8.0,14.0,17.0,0
1.0,7.0,0.0,0.0,4.0,2.0,3.0,9.0,14.48,9.38,1272.25,0.05,30.0,0.11,70.68,135.71,10.0,20.0,8.0,15.0,12.0,0
1.0,7.0,0.0,0.0,4.0,2.0,3.0,9.0,14.48,9.38,1272.25,0.05,30.0,0.11,70.68,135.71,10.0,20.0,8.0,15.0,12.0,0
1.0,7.0,0.0,0.0,4.0,2.0,3.0,9.0,14.48,9.38,1272.25,0.05,30.0,0.11,70.68,135.71,10.0,20.0,8.0,15.0,12.0,0
2.0,5.0,0.0,0.0,3.0,3.0,1.0,17.0,34.27,4.96,842.51,0.06,40.0,0.2,46.81,169.92,17.0,23.0,12.0,7.0,21.0,0
2.0,5.0,0.0,0.0,3.0,3.0,1.0,17.0,34.27,4.96,842.51,0.06,40.0,0.2,46.81,169.92,17.0,23.0,12.0,7.0,21.0,0
2.0,5.0,0.0,0.0,3.0,3.0,1.0,17.0,34.27,4.96,842.51,0.06,40.0,0.2,46.81,169.92,17.0,23.0,12.0,7.0,21.0,0
3.0,5.0,0.0,0.0,3.0,3.0,1.0,15.0,34.21,6.3,1357.61,0.07,47.0,0.16,75.42,215.49,21.0,26.0,15.0,9.0,20.0,0
3.0,5.0,0.0,0.0,3.0,3.0,1.0,15.0,34.21,6.3,1357.61,0.07,47.0,0.16,75.42,215.49,21.0,26.0,15.0,9.0,20.0,0
3.0,5.0,0.0,0.0,3.0,3.0,1.0,15.0,34.21,6.3,1357.61,0.07,47.0,0.16,75.42,215.49,21.0,26.0,15.0,9.0,20.0,0
36.0,1.0,0.0,24.0,1.0,1.0,1.0,46.0,515.21,2.2,2499.34,0.38,178.0,0.45,138.85,1134.76,87.0,91.0,79.0,4.0,108.0,1
36.0,1.0,0.0,24.0,1.0,1.0,1.0,46.0,515.21,2.2,2499.34,0.38,178.0,0.45,138.85,1134.76,87.0,91.0,79.0,4.0,108.0,1
36.0,1.0,0.0,24.0,1.0,1.0,1.0,46.0,515.21,2.2,2499.34,0.38,178.0,0.45,138.85,1134.76,87.0,91.0,79.0,4.0,108.0,1
29.0,1.0,0.0,0.0,1.0,1.0,1.0,39.0,466.75,2.02,1918.5,0.32,151.0,0.49,106.58,946.28,74.0,77.0,73.0,4.0,70.0,1
29.0,1.0,0.0,0.0,1.0,1.0,1.0,39.0,466.75,2.02,1918.5,0.32,151.0,0.49,106.58,946.28,74.0,77.0,73.0,4.0,70.0,1
29.0,1.0,0.0,0.0,1.0,1.0,1.0,39.0,466.75,2.02,1918.5,0.32,151.0,0.49,106.58,946.28,74.0,77.0,73.0,4.0,70.0,1
32.0,1.0,0.0,15.0,1.0,1.0,1.0,38.0,429.87,2.23,2141.32,0.32,155.0,0.45,118.96,959.42,77.0,78.0,69.0,4.0,87.0,1
32.0,1.0,0.0,15.0,1.0,1.0,1.0,38.0,429.87,2.23,2141.32,0.32,155.0,0.45,118.96,959.42,77.0,78.0,69.0,4.0,87.0,1
32.0,1.0,0.0,15.0,1.0,1.0,1.0,38.0,429.87,2.23,2141.32,0.32,155.0,0.45,118.96,959.42,77.0,78.0,69.0,4.0,87.0,1
2.0,5.0,0.0,1.0,3.0,3.0,1.0,9.0,28.11,5.0,702.77,0.05,32.0,0.2,39.04,140.55,11.0,21.0,11.0,10.0,14.0,0
2.0,5.0,0.0,1.0,3.0,3.0,1.0,9.0,28.11,5.0,702.77,0.05,32.0,0.2,39.04,140.55,11.0,21.0,11.0,10.0,14.0,0
2.0,5.0,0.0,1.0,3.0,3.0,1.0,9.0,28.11,5.0,702.77,0.05,32.0,0.2,39.04,140.55,11.0,21.0,11.0,10.0,14.0,0
2.0,5.0,0.0,0.0,3.0,3.0,1.0,15.0,26.4,6.25,1031.24,0.05,37.0,0.16,57.29,165.0,15.0,22.0,12.0,10.0,19.0,0
2.0,5.0,0.0,0.0,3.0,3.0,1.0,15.0,26.4,6.25,1031.24,0.05,37.0,0.16,57.29,165.0,15.0,22.0,12.0,10.0,19.0,0
2.0,5.0,0.0,0.0,3.0,3.0,1.0,15.0,26.4,6.25,1031.24,0.05,37.0,0.16,57.29,165.0,15.0,22.0,12.0,10.0,19.0,0
1.0,5.0,0.0,0.0,3.0,3.0,1.0,15.0,29.25,6.25,1142.73,0.06,41.0,0.16,63.48,182.84,15.0,26.0,12.0,10.0,18.0,0
1.0,5.0,0.0,0.0,3.0,3.0,1.0,15.0,29.25,6.25,1142.73,0.06,41.0,0.16,63.48,182.84,15.0,26.0,12.0,10.0,18.0,0
1.0,5.0,0.0,0.0,3.0,3.0,1.0,15.0,29.25,6.25,1142.73,0.06,41.0,0.16,63.48,182.84,15.0,26.0,12.0,10.0,18.0,0
1.0,5.0,0.0,0.0,3.0,3.0,1.0,15.0,29.97,6.25,1170.6,0.06,42.0,0.16,65.03,187.3,15.0,27.0,12.0,10.0,18.0,0
1.0,5.0,0.0,0.0,3.0,3.0,1.0,15.0,29.97,6.25,1170.6,0.06,42.0,0.16,65.03,187.3,15.0,27.0,12.0,10.0,18.0,0
1.0,5.0,0.0,0.0,3.0,3.0,1.0,15.0,29.97,6.25,1170.6,0.06,42.0,0.16,65.03,187.3,15.0,27.0,12.0,10.0,18.0,0
1.0,5.0,0.0,0.0,3.0,3.0,1.0,15.0,29.97,6.25,1170.6,0.06,42.0,0.16,65.03,187.3,15.0,27.0,12.0,10.0,18.0,0
1.0,5.0,0.0,0.0,3.0,3.0,1.0,16.0,29.25,6.25,1142.73,0.06,41.0,0.16,63.48,182.84,15.0,26.0,12.0,10.0,19.0,0
1.0,5.0,0.0,0.0,3.0,3.0,1.0,16.0,29.25,6.25,1142.73,0.06,41.0,0.16,63.48,182.84,15.0,26.0,12.0,10.0,19.0,0
4.0,5.0,0.0,6.0,3.0,3.0,1.0,10.0,27.97,8.25,1903.71,0.08,48.0,0.12,105.76,230.75,22.0,26.0,16.0,12.0,10.0,0
4.0,5.0,0.0,6.0,3.0,3.0,1.0,10.0,27.97,8.25,1903.71,0.08,48.0,0.12,105.76,230.75,22.0,26.0,16.0,12.0,10.0,0
4.0,5.0,0.0,6.0,3.0,3.0,1.0,10.0,27.97,8.25,1903.71,0.08,48.0,0.12,105.76,230.75,22.0,26.0,16.0,12.0,10.0,0
3.0,7.0,0.0,2.0,4.0,3.0,1.0,15.0,25.89,8.25,1762.34,0.07,46.0,0.12,97.91,213.62,21.0,25.0,14.0,11.0,15.0,0
3.0,7.0,0.0,2.0,4.0,3.0,1.0,15.0,25.89,8.25,1762.34,0.07,46.0,0.12,97.91,213.62,21.0,25.0,14.0,11.0,15.0,0
2.0,5.0,0.0,0.0,3.0,3.0,1.0,15.0,27.93,8.0,1787.84,0.07,47.0,0.13,99.32,223.48,20.0,27.0,15.0,12.0,19.0,0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,13.32,3.5,163.12,0.02,13.0,0.29,9.06,46.6,5.0,8.0,5.0,7.0,7.0,0
0.0,5.0,0.0,0.0,3.0,3.0,3.0,14.0,26.73,9.21,2266.4,0.08,53.0,0.11,125.91,246.12,17.0,36.0,12.0,13.0,14.0,0
0.0,5.0,0.0,0.0,3.0,3.0,3.0,14.0,26.73,9.21,2266.4,0.08,53.0,0.11,125.91,246.12,17.0,36.0,12.0,13.0,14.0,0
3.0,5.0,0.0,2.0,3.0,3.0,1.0,11.0,26.82,5.32,758.5,0.05,33.0,0.19,42.14,142.62,13.0,20.0,11.0,9.0,11.0,0
3.0,5.0,0.0,2.0,3.0,3.0,1.0,11.0,26.82,5.32,758.5,0.05,33.0,0.19,42.14,142.62,13.0,20.0,11.0,9.0,11.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,13.29,3.0,119.59,0.01,12.0,0.33,6.64,39.86,4.0,8.0,4.0,6.0,3.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,13.29,3.0,119.59,0.01,12.0,0.33,6.64,39.86,4.0,8.0,4.0,6.0,3.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,13.29,3.0,119.59,0.01,12.0,0.33,6.64,39.86,4.0,8.0,4.0,6.0,3.0,0
2.0,9.0,0.0,5.0,5.0,2.0,5.0,10.0,14.83,9.63,1373.5,0.05,32.0,0.1,76.31,142.7,11.0,21.0,8.0,14.0,19.0,1
0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,13.29,3.0,119.59,0.01,12.0,0.33,6.64,39.86,4.0,8.0,4.0,6.0,2.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,13.29,3.0,119.59,0.01,12.0,0.33,6.64,39.86,4.0,8.0,4.0,6.0,2.0,0
11.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,22.86,9.75,2173.32,0.07,48.0,0.1,120.74,222.91,18.0,30.0,12.0,13.0,11.0,0
2.0,7.0,0.0,0.0,4.0,3.0,1.0,18.0,21.03,12.12,3086.88,0.08,53.0,0.08,171.49,254.79,21.0,32.0,13.0,15.0,23.0,1
3.0,5.0,0.0,2.0,3.0,3.0,1.0,16.0,39.78,6.19,1522.89,0.08,53.0,0.16,84.61,246.12,22.0,31.0,16.0,9.0,16.0,0
3.0,5.0,0.0,2.0,3.0,3.0,1.0,16.0,39.78,6.19,1522.89,0.08,53.0,0.16,84.61,246.12,22.0,31.0,16.0,9.0,16.0,0
3.0,7.0,0.0,0.0,4.0,3.0,1.0,14.0,20.1,12.38,3078.85,0.08,55.0,0.08,171.05,248.8,27.0,28.0,12.0,11.0,19.0,0
0.0,5.0,0.0,0.0,3.0,3.0,1.0,9.0,19.11,8.4,1348.53,0.05,36.0,0.12,74.92,160.54,14.0,22.0,10.0,12.0,11.0,1
24.0,7.0,0.0,2.0,4.0,4.0,3.0,17.0,23.6,8.1,1548.37,0.06,45.0,0.12,86.02,191.16,18.0,27.0,10.0,9.0,17.0,0
24.0,7.0,0.0,2.0,4.0,4.0,3.0,17.0,23.6,8.1,1548.37,0.06,45.0,0.12,86.02,191.16,18.0,27.0,10.0,9.0,17.0,0
0.0,5.0,0.0,0.0,3.0,3.0,1.0,10.0,20.14,7.64,1174.48,0.05,34.0,0.13,65.25,153.8,14.0,20.0,11.0,12.0,12.0,1
0.0,5.0,0.0,0.0,3.0,3.0,1.0,10.0,20.14,7.64,1174.48,0.05,34.0,0.13,65.25,153.8,14.0,20.0,11.0,12.0,12.0,1
0.0,5.0,0.0,0.0,3.0,3.0,1.0,10.0,20.14,7.64,1174.48,0.05,34.0,0.13,65.25,153.8,14.0,20.0,11.0,12.0,12.0,1
1.0,7.0,0.0,0.0,4.0,3.0,1.0,11.0,23.15,11.57,3100.28,0.09,57.0,0.09,172.24,267.93,27.0,30.0,14.0,12.0,14.0,0
0.0,5.0,1.0,1.0,3.0,3.0,1.0,13.0,27.53,7.5,1548.29,0.07,47.0,0.13,86.02,206.44,20.0,27.0,12.0,9.0,14.0,0
0.0,5.0,1.0,1.0,3.0,3.0,1.0,13.0,27.53,7.5,1548.29,0.07,47.0,0.13,86.02,206.44,20.0,27.0,12.0,9.0,14.0,0
0.0,5.0,1.0,1.0,3.0,3.0,1.0,13.0,27.53,7.5,1548.29,0.07,47.0,0.13,86.02,206.44,20.0,27.0,12.0,9.0,14.0,0
2.0,5.0,0.0,0.0,3.0,3.0,1.0,13.0,19.95,9.39,1758.5,0.06,42.0,0.11,97.69,187.3,13.0,29.0,9.0,13.0,17.0,1
4.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,13.29,3.0,119.59,0.01,12.0,0.33,6.64,39.86,4.0,8.0,4.0,6.0,3.0,0
4.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,13.29,3.0,119.59,0.01,12.0,0.33,6.64,39.86,4.0,8.0,4.0,6.0,3.0,0
4.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,13.29,3.0,119.59,0.01,12.0,0.33,6.64,39.86,4.0,8.0,4.0,6.0,3.0,0
0.0,9.0,0.0,1.0,5.0,3.0,5.0,18.0,20.97,12.92,3502.52,0.09,57.0,0.08,194.58,271.03,24.0,33.0,13.0,14.0,21.0,0
0.0,9.0,0.0,0.0,5.0,4.0,1.0,14.0,30.14,3.5,369.2,0.04,27.0,0.29,20.51,105.49,8.0,19.0,8.0,7.0,16.0,0
0.0,9.0,0.0,0.0,5.0,4.0,1.0,14.0,30.14,3.5,369.2,0.04,27.0,0.29,20.51,105.49,8.0,19.0,8.0,7.0,16.0,0
0.0,9.0,0.0,0.0,5.0,4.0,1.0,14.0,30.14,3.5,369.2,0.04,27.0,0.29,20.51,105.49,8.0,19.0,8.0,7.0,16.0,0
1.0,7.0,0.0,0.0,4.0,4.0,1.0,17.0,34.29,4.2,604.8,0.05,36.0,0.24,33.6,144.0,14.0,22.0,10.0,6.0,20.0,0
1.0,7.0,0.0,0.0,4.0,4.0,1.0,17.0,34.29,4.2,604.8,0.05,36.0,0.24,33.6,144.0,14.0,22.0,10.0,6.0,20.0,0
1.0,7.0,0.0,0.0,4.0,4.0,1.0,17.0,34.29,4.2,604.8,0.05,36.0,0.24,33.6,144.0,14.0,22.0,10.0,6.0,20.0,0
0.0,7.0,0.0,0.0,4.0,4.0,3.0,15.0,31.65,3.33,351.62,0.04,27.0,0.3,19.53,105.49,10.0,17.0,9.0,6.0,17.0,1
0.0,7.0,0.0,0.0,4.0,4.0,3.0,15.0,31.65,3.33,351.62,0.04,27.0,0.3,19.53,105.49,10.0,17.0,9.0,6.0,17.0,1
0.0,7.0,0.0,0.0,4.0,4.0,3.0,15.0,31.65,3.33,351.62,0.04,27.0,0.3,19.53,105.49,10.0,17.0,9.0,6.0,17.0,1
3.0,7.0,0.0,2.0,4.0,4.0,1.0,14.0,35.85,2.5,224.06,0.03,25.0,0.4,12.45,89.62,10.0,15.0,8.0,4.0,21.0,0
