$LOC_BLANK,$BRANCH_COUNT,$LOC_CODE_AND_COMMENT,$LOC_COMMENTS,$CYCLOMATIC_COMPLEXITY,$DESIGN_COMPLEXITY,$ESSENTIAL_COMPLEXITY,$LOC_EXECUTABLE,$HALSTEAD_CONTENT,$HALSTEAD_DIFFICULTY,$HALSTEAD_EFFORT,$HALSTEAD_ERROR_EST,$HALSTEAD_LENGTH,$HALSTEAD_LEVEL,$HALSTEAD_PROG_TIME,$HALSTEAD_VOLUME,$NUM_OPERANDS,$NUM_OPERATORS,$NUM_UNIQUE_OPERANDS,$NUM_UNIQUE_OPERATORS,$LOC_TOTAL,$>Defective
0.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,39.82,3.75,560.02,0.05,34.0,0.27,31.11,149.34,15.0,19.0,14.0,7.0,11.0,0
0.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,39.82,3.75,560.02,0.05,34.0,0.27,31.11,149.34,15.0,19.0,14.0,7.0,11.0,0
0.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,39.82,3.75,560.02,0.05,34.0,0.27,31.11,149.34,15.0,19.0,14.0,7.0,11.0,0
0.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,37.09,4.5,751.09,0.06,38.0,0.22,41.73,166.91,18.0,20.0,14.0,7.0,11.0,0
0.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,37.09,4.5,751.09,0.06,38.0,0.22,41.73,166.91,18.0,20.0,14.0,7.0,11.0,0
0.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,37.09,4.5,751.09,0.06,38.0,0.22,41.73,166.91,18.0,20.0,14.0,7.0,11.0,0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,39.53,4.0,632.49,0.05,36.0,0.25,35.14,158.12,16.0,20.0,14.0,7.0,12.0,0
2.0,10.0,0.0,0.0,7.0,6.0,1.0,35.0,44.76,14.1,8898.52,0.21,113.0,0.07,494.36,631.1,47.0,66.0,30.0,18.0,40.0,0
2.0,10.0,0.0,0.0,7.0,6.0,1.0,35.0,44.76,14.1,8898.52,0.21,113.0,0.07,494.36,631.1,47.0,66.0,30.0,18.0,40.0,0
2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,6.2,2.5,38.77,0.01,6.0,0.4,2.15,15.51,1.0,5.0,1.0,5.0,12.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,36.49,4.0,583.79,0.05,35.0,0.25,32.43,145.95,16.0,19.0,12.0,6.0,7.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,36.49,4.0,583.79,0.05,35.0,0.25,32.43,145.95,16.0,19.0,12.0,6.0,7.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,36.49,4.0,583.79,0.05,35.0,0.25,32.43,145.95,16.0,19.0,12.0,6.0,7.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,36.49,4.0,583.79,0.05,35.0,0.25,32.43,145.95,16.0,19.0,12.0,6.0,7.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,39.27,3.46,470.54,0.05,32.0,0.29,26.14,135.93,15.0,17.0,13.0,6.0,6.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,39.27,3.46,470.54,0.05,32.0,0.29,26.14,135.93,15.0,17.0,13.0,6.0,6.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,39.27,3.46,470.54,0.05,32.0,0.29,26.14,135.93,15.0,17.0,13.0,6.0,6.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,39.27,3.46,470.54,0.05,32.0,0.29,26.14,135.93,15.0,17.0,13.0,6.0,6.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,42.71,3.64,566.79,0.05,36.0,0.27,31.49,155.59,17.0,19.0,14.0,6.0,6.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,42.71,3.64,566.79,0.05,36.0,0.27,31.49,155.59,17.0,19.0,14.0,6.0,6.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,42.71,3.64,566.79,0.05,36.0,0.27,31.49,155.59,17.0,19.0,14.0,6.0,6.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,46.62,3.85,689.64,0.06,43.0,0.26,38.31,179.31,20.0,23.0,13.0,5.0,6.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,46.62,3.85,689.64,0.06,43.0,0.26,38.31,179.31,20.0,23.0,13.0,5.0,6.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,46.62,3.85,689.64,0.06,43.0,0.26,38.31,179.31,20.0,23.0,13.0,5.0,6.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,35.93,3.25,379.46,0.04,28.0,0.31,21.08,116.76,13.0,15.0,12.0,6.0,6.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,35.93,3.25,379.46,0.04,28.0,0.31,21.08,116.76,13.0,15.0,12.0,6.0,6.0,0
