$LOC_BLANK,$BRANCH_COUNT,$LOC_CODE_AND_COMMENT,$LOC_COMMENTS,$CYCLOMATIC_COMPLEXITY,$DESIGN_COMPLEXITY,$ESSENTIAL_COMPLEXITY,$LOC_EXECUTABLE,$HALSTEAD_CONTENT,$HALSTEAD_DIFFICULTY,$HALSTEAD_EFFORT,$HALSTEAD_ERROR_EST,$HALSTEAD_LENGTH,$HALSTEAD_LEVEL,$HALSTEAD_PROG_TIME,$HALSTEAD_VOLUME,$NUM_OPERANDS,$NUM_OPERATORS,$NUM_UNIQUE_OPERANDS,$NUM_UNIQUE_OPERATORS,$LOC_TOTAL,$>Defective
7.0,5.0,0.0,6.0,3.0,2.0,3.0,12.0,21.31,9.0,1725.8,0.06,43.0,0.11,95.88,191.76,18.0,25.0,11.0,11.0,27.0,0
2.0,7.0,0.0,0.0,4.0,4.0,1.0,15.0,20.42,9.6,1881.47,0.07,47.0,0.1,104.53,195.99,24.0,23.0,10.0,8.0,19.0,0
2.0,5.0,0.0,0.0,3.0,2.0,1.0,8.0,13.7,7.0,671.36,0.03,23.0,0.14,37.3,95.91,7.0,16.0,6.0,12.0,12.0,0
2.0,3.0,0.0,0.0,2.0,2.0,1.0,8.0,18.5,6.13,693.96,0.04,29.0,0.16,38.55,113.3,14.0,15.0,8.0,7.0,12.0,0
3.0,3.0,0.0,0.0,2.0,2.0,1.0,15.0,18.78,10.5,2070.11,0.07,43.0,0.1,115.01,197.15,15.0,28.0,10.0,14.0,21.0,0
2.0,3.0,0.0,0.0,2.0,2.0,1.0,8.0,18.5,6.13,693.96,0.04,29.0,0.16,38.55,113.3,14.0,15.0,8.0,7.0,12.0,0
3.0,3.0,0.0,0.0,2.0,2.0,1.0,15.0,18.78,10.5,2070.11,0.07,43.0,0.1,115.01,197.15,15.0,28.0,10.0,14.0,21.0,0
2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,14.34,4.0,229.44,0.02,16.0,0.25,12.75,57.36,4.0,12.0,4.0,8.0,10.0,0
3.0,7.0,0.0,4.0,4.0,3.0,1.0,20.0,25.04,10.35,2681.93,0.09,61.0,0.1,149.0,259.12,23.0,38.0,10.0,9.0,29.0,0
2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,14.34,4.0,229.44,0.02,16.0,0.25,12.75,57.36,4.0,12.0,4.0,8.0,10.0,0
21.0,1.0,11.0,30.0,1.0,1.0,1.0,11.0,113.15,4.03,1841.77,0.15,89.0,0.25,102.32,456.51,39.0,50.0,29.0,6.0,22.0,0
21.0,1.0,11.0,30.0,1.0,1.0,1.0,11.0,113.15,4.03,1841.77,0.15,89.0,0.25,102.32,456.51,39.0,50.0,29.0,6.0,22.0,0
21.0,1.0,11.0,30.0,1.0,1.0,1.0,11.0,127.35,3.75,1790.86,0.16,91.0,0.27,99.49,477.56,40.0,51.0,32.0,6.0,22.0,0
1.0,7.0,0.0,0.0,4.0,2.0,3.0,7.0,16.89,4.5,342.0,0.03,19.0,0.22,19.0,76.0,7.0,12.0,7.0,9.0,10.0,0
21.0,1.0,11.0,30.0,1.0,1.0,1.0,11.0,127.35,3.75,1790.86,0.16,91.0,0.27,99.49,477.56,40.0,51.0,32.0,6.0,22.0,0
21.0,1.0,11.0,30.0,1.0,1.0,1.0,11.0,127.35,3.75,1790.86,0.16,91.0,0.27,99.49,477.56,40.0,51.0,32.0,6.0,22.0,0
1.0,7.0,0.0,0.0,4.0,2.0,3.0,7.0,16.89,4.5,342.0,0.03,19.0,0.22,19.0,76.0,7.0,12.0,7.0,9.0,10.0,0
1.0,9.0,0.0,0.0,5.0,2.0,4.0,7.0,12.8,7.5,720.0,0.03,24.0,0.13,40.0,96.0,9.0,15.0,6.0,10.0,10.0,1
1.0,9.0,0.0,0.0,5.0,2.0,4.0,7.0,12.8,7.5,720.0,0.03,24.0,0.13,40.0,96.0,9.0,15.0,6.0,10.0,10.0,1
1.0,9.0,0.0,0.0,5.0,2.0,4.0,7.0,12.8,7.5,720.0,0.03,24.0,0.13,40.0,96.0,9.0,15.0,6.0,10.0,10.0,1
1.0,7.0,0.0,0.0,4.0,2.0,3.0,7.0,16.89,4.5,342.0,0.03,19.0,0.22,19.0,76.0,7.0,12.0,7.0,9.0,10.0,0
0.0,3.0,0.0,0.0,2.0,1.0,1.0,4.0,17.58,4.0,281.3,0.02,18.0,0.25,15.63,70.32,7.0,11.0,7.0,8.0,6.0,0
0.0,5.0,0.0,0.0,3.0,1.0,3.0,7.0,10.34,8.1,678.47,0.03,22.0,0.12,37.69,83.76,9.0,13.0,5.0,9.0,9.0,0
2.0,9.0,0.0,0.0,5.0,3.0,5.0,14.0,19.46,6.0,700.55,0.04,28.0,0.17,38.92,116.76,12.0,16.0,9.0,9.0,18.0,0
3.0,7.0,0.0,4.0,4.0,3.0,1.0,20.0,25.04,10.35,2681.93,0.09,61.0,0.1,149.0,259.12,23.0,38.0,10.0,9.0,29.0,0
2.0,9.0,0.0,0.0,5.0,3.0,5.0,14.0,19.46,6.0,700.55,0.04,28.0,0.17,38.92,116.76,12.0,16.0,9.0,9.0,18.0,0
0.0,5.0,0.0,0.0,3.0,2.0,3.0,6.0,17.58,4.0,281.3,0.02,18.0,0.25,15.63,70.32,7.0,11.0,7.0,8.0,8.0,0
2.0,3.0,0.0,0.0,2.0,1.0,1.0,7.0,10.15,7.5,571.1,0.03,20.0,0.13,31.73,76.15,6.0,14.0,4.0,10.0,11.0,0
0.0,5.0,0.0,0.0,3.0,2.0,3.0,6.0,17.58,4.0,281.3,0.02,18.0,0.25,15.63,70.32,7.0,11.0,7.0,8.0,8.0,0
24.0,3.0,0.0,5.0,2.0,2.0,1.0,12.0,14.59,7.5,820.45,0.04,28.0,0.13,45.58,109.39,10.0,18.0,6.0,9.0,43.0,0
4.0,7.0,5.0,1.0,4.0,2.0,1.0,12.0,24.67,9.04,2014.11,0.07,48.0,0.11,111.89,222.91,23.0,25.0,14.0,11.0,17.0,1
1.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,23.44,3.33,260.45,0.03,20.0,0.3,14.47,78.14,10.0,10.0,9.0,6.0,4.0,0
6.0,11.0,13.0,2.0,6.0,4.0,4.0,11.0,43.15,6.37,1749.95,0.09,56.0,0.16,97.22,274.79,22.0,34.0,19.0,11.0,24.0,0
6.0,11.0,13.0,2.0,6.0,4.0,4.0,11.0,43.15,6.37,1749.95,0.09,56.0,0.16,97.22,274.79,22.0,34.0,19.0,11.0,24.0,0
6.0,11.0,13.0,2.0,6.0,4.0,4.0,11.0,43.15,6.37,1749.95,0.09,56.0,0.16,97.22,274.79,22.0,34.0,19.0,11.0,24.0,0
6.0,11.0,13.0,2.0,6.0,4.0,4.0,11.0,43.15,6.37,1749.95,0.09,56.0,0.16,97.22,274.79,22.0,34.0,19.0,11.0,24.0,0
3.0,3.0,0.0,0.0,2.0,1.0,1.0,7.0,12.33,4.8,284.19,0.02,16.0,0.21,15.79,59.21,6.0,10.0,5.0,8.0,12.0,1
0.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,17.41,3.5,213.21,0.02,16.0,0.29,11.85,60.92,7.0,9.0,7.0,7.0,4.0,0
0.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,17.41,3.5,213.21,0.02,16.0,0.29,11.85,60.92,7.0,9.0,7.0,7.0,4.0,0
0.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,17.41,3.5,213.21,0.02,16.0,0.29,11.85,60.92,7.0,9.0,7.0,7.0,4.0,0
0.0,3.0,0.0,0.0,2.0,2.0,1.0,5.0,16.73,3.0,150.57,0.02,14.0,0.33,8.36,50.19,6.0,8.0,6.0,6.0,7.0,0
0.0,3.0,0.0,0.0,2.0,2.0,1.0,5.0,16.73,3.0,150.57,0.02,14.0,0.33,8.36,50.19,6.0,8.0,6.0,6.0,7.0,0
0.0,3.0,0.0,0.0,2.0,2.0,1.0,5.0,16.73,3.0,150.57,0.02,14.0,0.33,8.36,50.19,6.0,8.0,6.0,6.0,7.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,41.88,2.0,167.52,0.03,22.0,0.5,9.31,83.76,10.0,12.0,10.0,4.0,6.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,41.88,2.0,167.52,0.03,22.0,0.5,9.31,83.76,10.0,12.0,10.0,4.0,6.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,41.88,2.0,167.52,0.03,22.0,0.5,9.31,83.76,10.0,12.0,10.0,4.0,6.0,0
0.0,3.0,0.0,0.0,2.0,2.0,1.0,7.0,24.11,3.0,217.02,0.02,19.0,0.33,12.06,72.34,8.0,11.0,8.0,6.0,9.0,0
3.0,3.0,0.0,0.0,2.0,2.0,1.0,6.0,18.98,2.92,161.44,0.02,16.0,0.34,8.97,55.35,7.0,9.0,6.0,5.0,11.0,1
4.0,9.0,0.0,7.0,5.0,5.0,5.0,12.0,33.95,7.56,1941.78,0.09,54.0,0.13,107.88,256.76,22.0,32.0,16.0,11.0,27.0,0
1.0,7.0,0.0,0.0,4.0,3.0,3.0,11.0,16.37,6.87,774.04,0.04,27.0,0.15,43.0,112.59,11.0,16.0,8.0,10.0,12.0,0
3.0,3.0,0.0,0.0,2.0,2.0,1.0,15.0,18.78,10.5,2070.11,0.07,43.0,0.1,115.01,197.15,15.0,28.0,10.0,14.0,21.0,0
2.0,7.0,0.0,0.0,4.0,2.0,1.0,16.0,19.01,9.78,1817.13,0.06,43.0,0.1,100.95,185.84,16.0,27.0,9.0,11.0,20.0,1
0.0,9.0,0.0,0.0,5.0,1.0,1.0,9.0,10.31,16.0,2638.53,0.05,46.0,0.06,146.59,164.91,16.0,30.0,4.0,8.0,11.0,1
2.0,7.0,0.0,0.0,4.0,2.0,1.0,16.0,19.01,9.78,1817.13,0.06,43.0,0.1,100.95,185.84,16.0,27.0,9.0,11.0,20.0,1
0.0,5.0,0.0,0.0,3.0,2.0,3.0,6.0,17.58,4.0,281.3,0.02,18.0,0.25,15.63,70.32,7.0,11.0,7.0,8.0,8.0,0
2.0,9.0,1.0,11.0,5.0,3.0,1.0,23.0,19.18,10.0,1918.17,0.06,46.0,0.1,106.56,191.82,20.0,26.0,9.0,9.0,39.0,1
2.0,11.0,0.0,3.0,6.0,6.0,1.0,27.0,33.91,7.13,1721.24,0.08,55.0,0.14,95.62,241.58,19.0,36.0,12.0,9.0,34.0,0
2.0,11.0,0.0,3.0,6.0,6.0,1.0,27.0,33.91,7.13,1721.24,0.08,55.0,0.14,95.62,241.58,19.0,36.0,12.0,9.0,34.0,0
2.0,11.0,0.0,3.0,6.0,6.0,1.0,27.0,33.91,7.13,1721.24,0.08,55.0,0.14,95.62,241.58,19.0,36.0,12.0,9.0,34.0,0
3.0,3.0,0.0,0.0,2.0,1.0,1.0,7.0,12.33,4.8,284.19,0.02,16.0,0.21,15.79,59.21,6.0,10.0,5.0,8.0,12.0,1
1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,16.14,3.0,145.3,0.02,14.0,0.33,8.07,48.43,5.0,9.0,5.0,6.0,7.0,0
1.0,5.0,0.0,0.0,3.0,3.0,1.0,9.0,14.69,11.7,2011.18,0.06,38.0,0.09,111.73,171.9,18.0,20.0,10.0,13.0,9.0,0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,16.14,3.0,145.3,0.02,14.0,0.33,8.07,48.43,5.0,9.0,5.0,6.0,7.0,0
2.0,7.0,0.0,1.0,4.0,4.0,1.0,18.0,25.9,7.89,1613.77,0.07,43.0,0.13,89.65,204.46,17.0,26.0,14.0,13.0,23.0,0
2.0,7.0,0.0,1.0,4.0,4.0,1.0,18.0,25.9,7.89,1613.77,0.07,43.0,0.13,89.65,204.46,17.0,26.0,14.0,13.0,23.0,0
2.0,7.0,0.0,1.0,4.0,4.0,1.0,18.0,25.9,7.89,1613.77,0.07,43.0,0.13,89.65,204.46,17.0,26.0,14.0,13.0,23.0,0
1.0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,15.36,3.5,188.21,0.02,15.0,0.29,10.46,53.77,7.0,8.0,6.0,6.0,7.0,0
3.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,21.18,2.67,150.59,0.02,17.0,0.38,8.37,56.47,8.0,9.0,6.0,4.0,10.0,0
1.0,9.0,0.0,1.0,5.0,5.0,1.0,18.0,23.13,6.75,1053.69,0.05,41.0,0.15,58.54,156.1,18.0,23.0,8.0,6.0,22.0,0
5.0,9.0,0.0,4.0,5.0,5.0,1.0,22.0,29.77,9.0,2411.64,0.09,62.0,0.11,133.98,267.96,27.0,35.0,12.0,8.0,34.0,0
5.0,9.0,0.0,4.0,5.0,5.0,1.0,22.0,29.77,9.0,2411.64,0.09,62.0,0.11,133.98,267.96,27.0,35.0,12.0,8.0,34.0,0
5.0,9.0,0.0,4.0,5.0,5.0,1.0,22.0,29.77,9.0,2411.64,0.09,62.0,0.11,133.98,267.96,27.0,35.0,12.0,8.0,34.0,0
4.0,11.0,0.0,2.0,6.0,3.0,1.0,15.0,25.28,7.13,1283.11,0.06,41.0,0.14,71.28,180.09,19.0,22.0,12.0,9.0,23.0,1
4.0,11.0,0.0,2.0,6.0,3.0,1.0,15.0,25.28,7.13,1283.11,0.06,41.0,0.14,71.28,180.09,19.0,22.0,12.0,9.0,23.0,1
4.0,11.0,0.0,2.0,6.0,3.0,1.0,15.0,25.28,7.13,1283.11,0.06,41.0,0.14,71.28,180.09,19.0,22.0,12.0,9.0,23.0,1
4.0,9.0,0.0,3.0,5.0,3.0,1.0,15.0,27.74,7.13,1408.29,0.07,45.0,0.14,78.24,197.65,19.0,26.0,12.0,9.0,24.0,1
4.0,9.0,0.0,3.0,5.0,3.0,1.0,15.0,27.74,7.13,1408.29,0.07,45.0,0.14,78.24,197.65,19.0,26.0,12.0,9.0,24.0,1
4.0,9.0,0.0,3.0,5.0,3.0,1.0,15.0,27.74,7.13,1408.29,0.07,45.0,0.14,78.24,197.65,19.0,26.0,12.0,9.0,24.0,1
0.0,3.0,0.0,0.0,2.0,1.0,1.0,6.0,15.36,3.5,188.21,0.02,15.0,0.29,10.46,53.77,5.0,10.0,5.0,7.0,8.0,0
3.0,3.0,0.0,0.0,2.0,1.0,1.0,7.0,12.33,4.8,284.19,0.02,16.0,0.21,15.79,59.21,6.0,10.0,5.0,8.0,12.0,1
3.0,5.0,0.0,0.0,3.0,2.0,1.0,14.0,15.74,12.0,2266.44,0.06,43.0,0.08,125.91,188.87,18.0,25.0,9.0,12.0,19.0,0
3.0,5.0,0.0,0.0,3.0,2.0,1.0,14.0,15.74,12.0,2266.44,0.06,43.0,0.08,125.91,188.87,18.0,25.0,9.0,12.0,19.0,0
3.0,5.0,0.0,0.0,3.0,2.0,1.0,14.0,15.74,12.0,2266.44,0.06,43.0,0.08,125.91,188.87,18.0,25.0,9.0,12.0,19.0,0
1.0,5.0,0.0,0.0,3.0,2.0,1.0,19.0,16.99,12.6,2697.06,0.07,48.0,0.08,149.84,214.05,21.0,27.0,10.0,12.0,22.0,0
1.0,5.0,0.0,0.0,3.0,2.0,1.0,19.0,16.99,12.6,2697.06,0.07,48.0,0.08,149.84,214.05,21.0,27.0,10.0,12.0,22.0,0
1.0,5.0,0.0,0.0,3.0,2.0,1.0,19.0,16.99,12.6,2697.06,0.07,48.0,0.08,149.84,214.05,21.0,27.0,10.0,12.0,22.0,0
2.0,5.0,0.0,0.0,3.0,3.0,1.0,14.0,16.81,13.0,2840.66,0.07,49.0,0.08,157.81,218.51,18.0,31.0,9.0,13.0,18.0,0
2.0,5.0,0.0,0.0,3.0,3.0,1.0,14.0,16.81,13.0,2840.66,0.07,49.0,0.08,157.81,218.51,18.0,31.0,9.0,13.0,18.0,0
2.0,5.0,0.0,0.0,3.0,3.0,1.0,14.0,16.81,13.0,2840.66,0.07,49.0,0.08,157.81,218.51,18.0,31.0,9.0,13.0,18.0,0
3.0,7.0,0.0,0.0,4.0,2.0,1.0,9.0,15.54,13.2,2707.77,0.07,46.0,0.08,150.43,205.13,22.0,24.0,10.0,12.0,14.0,0
2.0,7.0,0.0,0.0,4.0,2.0,1.0,15.0,12.41,13.93,2407.93,0.06,40.0,0.07,133.77,172.88,15.0,25.0,7.0,13.0,19.0,0
